name,sorted_name,similar_names
William Eamon,eamon william,"['William James, William Empson, William Sabin, William Newton, William Damon, William Harmon']"
Sheryl Scarborough,scarborough sheryl,['']
T. C. McLuhan,c. mcluhan t.,['']
Brian Moriarty,brian moriarty,['Frank Moriarty']
Monica Nordberg,monica nordberg,['']
Geir T. Zoga,geir t. zoga,['']
Charles Stebbins Fairchild Professor of Law Andrew L Kaufman,andrew charles fairchild kaufman l law of professor stebbins,['']
David Getz,david getz,"['David Kitz, David Detzer, David Ritz, David Mertz']"
Lee Penn,lee penn,['']
John E. Wills,e. john wills,['John E. Miller']
Janette Oke,janette oke,['']
Denise Hamilton,denise hamilton,['']
Linda Rao,linda rao,['']
Leonardo Sciascia,leonardo sciascia,['']
Mark Spahn,mark spahn,['Mark Saha']
Douglas P. Lyle,douglas lyle p.,['']
Rain on the Earth,earth on rain the,['']
Alisdair Rogers,alisdair rogers,['']
Fernando Aramburu,aramburu fernando,['']
Marie-Helene Bertino,bertino marie-helene,['']
Steven F. Hayward,f. hayward steven,['']
Robert Wolgemuth,robert wolgemuth,['']
F. G. Wood,f. g. wood,['W. J. Wood']
Daniel B. Mowrey,b. daniel mowrey,['']
Jane Fancher,fancher jane,"['Jane S. Fancher, Jane Feather']"
Jonas Zdanys,jonas zdanys,['']
Sarah-Kate Lynch,lynch sarah-kate,['']
Mississippi Museum of Art,art mississippi museum of,['']
Patricia Lehman,lehman patricia,"['Patricia Hausman, Patricia Hickman']"
Jim Collins,collins jim,"['Judy Collins, Gail Collins']"
Julianna Keyes,julianna keyes,['']
Stanley E. Manahan,e. manahan stanley,['']
Andrew Schneider,andrew schneider,['']
Phillip E. Pack,e. pack phillip,['']
Paul H. Ray,h. paul ray,['']
Louise Moeri,louise moeri,['']
Alan Flusser,alan flusser,['Alan Foster']
Emmanuel Lévinas,emmanuel lévinas,['']
Madeline Baker,baker madeline,['Madeline Bailey']
William Dollarhide,dollarhide william,['']
Michiro Ueyama,michiro ueyama,['']
Gordon Brotherston,brotherston gordon,['']
Iraj Pezeshkzad,iraj pezeshkzad,['']
Agnes De Mille,agnes de mille,['']
Mark P. Rice,mark p. rice,['Rice Mark P']
Carl Zimmer,carl zimmer,['']
Michael Seth Starr,michael seth starr,['']
James Patrick Holding,holding james patrick,['']
Sigmund Mowinckel,mowinckel sigmund,['']
Cynthia Heald,cynthia heald,"['Cynthia Peale, Cynthia Weill']"
David B. Williams,b. david williams,"['David Williams, William C. Davis']"
Mayo Clinic,clinic mayo,['']
Mike Goulian,goulian mike,['']
Karol Wojtyla,karol wojtyla,['']
Rob Goldman,goldman rob,['Rob Goodman']
Fred Griffith,fred griffith,['']
Joffre D. Swait,d. joffre swait,['']
William Wilson,william wilson,"['William Wise, William J. Wilson']"
Maurice O'Sullivan,maurice o'sullivan,['']
Robert Marshall,marshall robert,['']
Bruce Barton,barton bruce,"['Bruce B. Barton, Bruce Barcott']"
Barbara Park,barbara park,"['Barbara Kafka, Barbara Parker, Barbara Pym, Barbara Mark, Barbara Parks, Barbara Pease']"
Jane Gitlin,gitlin jane,['James Giblin']
Church of Jesus Christ of Latter-day Saints,christ church jesus latter-day of of saints,['The Church of Jesus Christ of Latter-Day Saints']
John Edgar Wideman,edgar john wideman,['']
Juliet Barker,barker juliet,['']
Beck Weathers,beck weathers,['']
J.A. Jance,j.a. jance,['']
Jack Repcheck,jack repcheck,['']
Michael Neumann,michael neumann,['Michael Norman']
Patricia Gaffney,gaffney patricia,"['Patricia Farnes, Patricia Barey, Patricia Garfield']"
Rebecca Manley Pippert,manley pippert rebecca,['']
Don Lessem,don lessem,['']
Ian Ogilvy,ian ogilvy,['']
Corinne J. Naden,corinne j. naden,['']
Cathleen Schine,cathleen schine,['']
Samir Palnitkar,palnitkar samir,['']
Will Anderson,anderson will,"['Neil Anderson, William Anderson, Nina Anderson, Lily Anderson, Jim Anderson, Poul Anderson']"
Ron Benrey,benrey ron,['']
Hirohiko Araki,araki hirohiko,['']
Susan Minot,minot susan,"['Susan Marino, Susan Michno']"
Paul R. Bartrop,bartrop paul r.,['']
Ashish Mishra & Dr. Ramu Petakamsetty,& ashish dr. mishra petakamsetty ramu,['']
George Simon Kaufman,george kaufman simon,['']
William K. Gilders,gilders k. william,"['William L. Galvery, William L. Jiler, William K.. Gilders']"
G. H. Hardy,g. h. hardy,['']
Marie Ferrarella,ferrarella marie,['']
Amy Richman,amy richman,['']
Gunter Koschorrek,gunter koschorrek,['']
Yeshi Donden,donden yeshi,['']
Trinkett Clark,clark trinkett,['']
David Packard,david packard,['']
Trey Combs,combs trey,['']
Meic Pearse,meic pearse,['']
Fuyumi Soryo,fuyumi soryo,['']
Jessie Wise,jessie wise,['']
Miriam Cohen,cohen miriam,['Miriam Cooke']
Richard Andrews,andrews richard,['']
Cynthia Graubart,cynthia graubart,['']
Mark C. Elliott,c. elliott mark,['Mark Elliott']
Paul Sperry,paul sperry,['Paul Perry']
Peter D. Ouspensky,d. ouspensky peter,['P. D. Ouspensky']
John Sims Townsend,john sims townsend,['']
Tim Junkin,junkin tim,['']
Andrew Vietze,andrew vietze,['Andrew Vine']
Lynn Dumenil,dumenil lynn,['']
Don Anderson,anderson don,"['Bob Anderson, Dan Anderson, Doug Anderson, Sam Anderson, Pam Anderson, Kent Anderson, Nina Anderson, Joan Anderson, Jim Anderson, Poul Anderson']"
Christopher Matthew,christopher matthew,"['Christopher Marshall, Matt Christopher, Christopher S. Hyatt, Christopher Hitchens']"
Richard Cowper,cowper richard,"['Richard Mosher, Richard Boyer, Richard Powers, Richard Cohen, Richard Hooker, Richard Cowdrey, Richard Lowe, Richard Donner, Richard Cole']"
Eric Harrison,eric harrison,"['Dick Harrison, Emma Harrison']"
Barbara Bradley Hagerty,barbara bradley hagerty,['']
J. Donald Walters,donald j. walters,['']
Heather Mercer,heather mercer,['Heather Hepler']
Paul Tibbitt,paul tibbitt,['']
Joen Wolfrom,joen wolfrom,['']
Everett C. Dolman,c. dolman everett,['']
Keith Burns,burns keith,['']
Julia Spicher Kasdorf,julia kasdorf spicher,['']
William H. Hylton,h. hylton william,['William M. Valtos']
Rohinton Mistry,mistry rohinton,['']
Frank Asch,asch frank,['']
Echo Heron,echo heron,['']
Daniel J. Treier,daniel j. treier,['Daniel J. Siegel']
Gary Whitta,gary whitta,['']
Xiaohong Joe Zhou,joe xiaohong zhou,['']
Liz Johnson,johnson liz,"['Mike Johnson, Phil Johnson, Kim Johnson, Lin Johnson']"
Robbie Miller Kaplan,kaplan miller robbie,['']
Nicole Cooley,cooley nicole,['']
Khiḍr ʻAbd al-ʻAbbās Ḥamzah,al-ʻabbās khiḍr ʻabd ḥamzah,['']
John Becker,becker john,"['John Bester, Ethan Becker, Jean Becker, John Berger, Bonny Becker']"
Jay Neugeboren,jay neugeboren,['']
Jack Santino,jack santino,['']
Kathy McCoy,kathy mccoy,['']
Bat,bat,['']
Kukrit Pramoj,kukrit pramoj,['']
Magda Szabo,magda szabo,['']
Athol Dickson,athol dickson,['']
Robbin Obomsawin,obomsawin robbin,['']
Eric Stein,eric stein,['Erik Stern']
Teri Wilson,teri wilson,"['Kevin Wilson, Steve Wilson, Eric Wilson']"
Charlotte Zolotow,charlotte zolotow,['']
Judy Melinek,judy melinek,['']
Richard Steinberg,richard steinberg,['Michael Steinberg']
Peter M. Bracke,bracke m. peter,['Peter F. Drucker']
John H. Cochrane,cochrane h. john,['']
Idries Shah,idries shah,['']
Lawrence W. Raphael,lawrence raphael w.,['']
Olivia St. Claire,claire olivia st.,['']
Jack McDevitt,jack mcdevitt,['']
J.H. Moncrieff,j.h. moncrieff,['']
JoAnn E. Manson,e. joann manson,['']
Henry Petroski,henry petroski,['']
Lefty Kreh,kreh lefty,['']
Constance Beresford-Howe,beresford-howe constance,['']
Theodore Harold White,harold theodore white,['Theodore H. White']
Delilah Dawson,dawson delilah,['']
Martin Louis Gross,gross louis martin,['']
Sayyid Qutb,qutb sayyid,['Sayyid Quṭb']
Efrem Korngold,efrem korngold,['']
Hal Leonard Publishing Corporation,corporation hal leonard publishing,['']
Julia Gregson,gregson julia,['']
Garrison Keillor,garrison keillor,['']
Robert Doremus,doremus robert,['']
Andy Serkis,andy serkis,['']
Mary Austin,austin mary,"['Martin Austin, Nancy Austin']"
Charles J. Finger,charles finger j.,"['Charles G. Finney, Charles L. Killinger']"
Julian Rathbone,julian rathbone,['']
Carol Hollinger,carol hollinger,['']
Sandra Cisneros,cisneros sandra,['']
Julie Powell,julie powell,"['Jane Powell, Jim Powell']"
Bodil Bredsdorff,bodil bredsdorff,['']
Lois Keffer,keffer lois,['']
Jodi Brookins-Fisher,brookins-fisher jodi,['']
Rebecca Kai Dotlich,dotlich kai rebecca,['']
Richard M. Alderman,alderman m. richard,['']
Mikhail Epstein,epstein mikhail,['']
Gale Sayers,gale sayers,['']
Alec Cove,alec cove,['']
Leith Anderson,anderson leith,"['Neil T. Anderson, Fritz Anderson, Neil Anderson, Keith R. Anderson, Kent Anderson, Lily Anderson']"
Charles Grandison Finney,charles finney grandison,['']
Kevin Burk,burk kevin,['']
Kenneth Holmberg,holmberg kenneth,['']
Robert W. Funk,funk robert w.,['']
Nina Schuyler,nina schuyler,['Nina Schindler']
Faye Moskowitz,faye moskowitz,['']
Martin Meredith,martin meredith,"['Meredith McCarty, Meredith Marsh, Meredith Maran']"
National Story Project (U.S.),(u.s.) national project story,['']
Virginia Lloyd-Davies,lloyd-davies virginia,['']
Rockridge Press,press rockridge,['']
Angela Brown,angela brown,['']
Cherry Adair,adair cherry,['']
Lauren M. Gellman,gellman lauren m.,['']
Bo Lozoff,bo lozoff,['']
Philip Wesley Comfort,comfort philip wesley,['']
P. A. Cox,a. cox p.,['']
Klaus Wagenbach,klaus wagenbach,['']
Ben Handicott,ben handicott,['']
Bob Burg,bob burg,"['Bob Durr, Bob Buck']"
Edith Stein (Teresa Benedicta of the Cross),(teresa benedicta cross) edith of stein the,['']
Elizabeth Winthrop,elizabeth winthrop,['']
Bernhard Roetzel,bernhard roetzel,['']
David S. Ariel,ariel david s.,['David W. Daniels']
Robert Lyons Danly,danly lyons robert,['']
Syd Field,field syd,['']
Greg Jenkins,greg jenkins,['Gareth Jenkins']
Rubén Darío,darío rubén,['']
Norah Lofts,lofts norah,['']
Alain de Botton,alain botton de,['Alain De Botton']
John Allan Wyeth,allan john wyeth,['']
Christine Feehan,christine feehan,['']
Geoffrey C. Ward,c. geoffrey ward,['']
Rafael Yglesias,rafael yglesias,['']
Matthew Algeo,algeo matthew,['Matthew Alper']
Baroness Emmuska Orczy Orczy,baroness emmuska orczy orczy,['Baroness Emmuska Orczy']
Elizabeth Cody Kimmel,cody elizabeth kimmel,['']
Charles Hodgson,charles hodgson,"['Charles Colson, Charles Johnson, Charles Olson, Charles Henderson, Charles Higson, Charles Houston']"
Liza Dalby,dalby liza,['']
Alice Feeney,alice feeney,['']
Michael Sipser,michael sipser,"['Michael Stipe, Michael Sekler, Michael Rips, Michael Miller, Michael Sauter']"
Don Oldenburg,don oldenburg,['Ann Oldenburg']
Janet Todd,janet todd,['']
Robert G. Weiner,g. robert weiner,"['Robert E. Webber, Robert A Weinberg, Robert L. Weber, Robert J. White, Robert A. Weinberg']"
Terrance Dicks,dicks terrance,['']
John Robert Woodhouse,john robert woodhouse,['']
Robin Kirk,kirk robin,['']
Soledad Bravi,bravi soledad,['']
Edwin Williamson,edwin williamson,['G. I. Williamson']
Clayton Henry,clayton henry,"['Henry Grayson, Clayton Emery']"
Irvine Welsh,irvine welsh,['']
Brother Yun,brother yun,['']
Timothy C.. Bell,bell c.. timothy,"['Timothy C Bell, Timothy C. Bell']"
Robert Cea,cea robert,"['Robert Crais, Robert Coles, Robert Bevan, Robert Cettl, Robert Genat, Robert Cohen, Robert Coram']"
Blanche Barton,barton blanche,['']
John G. Miller,g. john miller,"['John J. Miller, John B. Miner, John G. Meyer, John C. Miller, John E. Miller']"
Adele Logan Alexander,adele alexander logan,['']
Malcolm A. Jeeves,a. jeeves malcolm,['']
Campbell Armstrong,armstrong campbell,['']
Roger Lane,lane roger,"['Roger Lass, Roger Jahnke']"
Hugh Cameron,cameron hugh,"['Cameron Lund, Cameron Hughes']"
Robert Ross,robert ross,"['Robert Royal, Robert Tombs, Robert Rodi, Wess Roberts, Robert Rodat']"
Lara Vapnyar,lara vapnyar,['']
Nigella Lawson,lawson nigella,['']
Mavis Smith,mavis smith,['Mari Smith']
Michael Fox,fox michael,"['Michael J. Fox, Michael Bond, Michael Cole, Michael Farr, Michael Cook']"
Diksha Basu,basu diksha,['']
Francis Frangipane,francis frangipane,['']
Stan Gibilisco,gibilisco stan,['']
McRuffy Press,mcruffy press,['']
"Nelson, Craig","craig nelson,",['']
Francois Voltaire,francois voltaire,['']
Walter Satterthwait,satterthwait walter,['']
Sheri Bell-Rehwoldt,bell-rehwoldt sheri,['']
Tivadar Soros,soros tivadar,['']
Michael Agnes,agnes michael,"['Michael Jones, Michael Asher, Michael Adams, Michael Abbey, Michael Hague, Michael Innes, Michael Allen']"
Tom Shakespeare,shakespeare tom,['']
Melody Berger,berger melody,['Melvin Berger']
Milady,milady,['']
Jean-Dominique Bauby,bauby jean-dominique,['']
Libby Purves,libby purves,['']
Elizabeth Smith Brownstein,brownstein elizabeth smith,['Elizabeth Brownstein']
Cynthia A. Branigan,a. branigan cynthia,['']
Ken Wardius,ken wardius,['']
Michael Pollan,michael pollan,"['Michael Moran, Michel Poulin, Michael Pollock, Michael Palin, Michael Mullin, Michael Polanyi, Michael Uslan, Michael Norman']"
Keith Giffen,giffen keith,['']
William Sleator,sleator william,['']
Donald L. Dewhirst,dewhirst donald l.,['']
Nolan Dalla,dalla nolan,['']
Tom Houston,houston tom,['Pam Houston']
Rosalind Creasy,creasy rosalind,['']
Esther Averill,averill esther,['']
Hazel Rowley,hazel rowley,['']
Todd W.,todd w.,['']
Francisco J Varela,francisco j varela,['Francisco J. Varela']
Phyllis Chesler,chesler phyllis,['']
Thomas Swan,swan thomas,"['Thomas Frank, Dylan Thomas, Etan Thomas, Evan Thomas']"
Alan Downs,alan downs,['']
Thomas Savage,savage thomas,['']
Nola Theiss,nola theiss,['']
Jeffrey Ian Ross,ian jeffrey ross,['']
C. V. Wedgwood,c. v. wedgwood,['']
Allen C. Cohen,allen c. cohen,['']
Tom McAllister,mcallister tom,['Pam McAllister']
Jamie Jensen,jamie jensen,['Janet Jensen']
Jacquelyn Mitchard,jacquelyn mitchard,['']
Stanley R. Rich,r. rich stanley,['']
Alice H. Lichtenstein,alice h. lichtenstein,['']
Liz Curtis Higgs,curtis higgs liz,['']
Gilbert Achcar,achcar gilbert,['']
Peter Chippindale,chippindale peter,['']
Alex Sinclair,alex sinclair,['Les Sinclair']
Oliver O'Donovan,o'donovan oliver,['']
James Madison,james madison,['James Marrison']
Les and Leslie Parrott,and les leslie parrott,['']
Leon Z. Surmelian,leon surmelian z.,['']
Frank Nuessel,frank nuessel,['']
Charles J. Doane,charles doane j.,"['Charles E. Day, Charles M. Evans, Charles L. Grant']"
Elizabeth Buchan,buchan elizabeth,"['Elizabeth Bowen, Elizabeth Becker, Elizabeth Bishop, Elizabeth Crane']"
Scott Turansky,scott turansky,['']
Marcia Williams,marcia williams,"['Valencia Williams, Margery Williams, William Martin, William March, Mary Williams']"
T. Michael Vallis,michael t. vallis,['']
"C. W. Randolph, Jr.","c. jr. randolph, w.",['']
Michael Bilton,bilton michael,"['Michael Colton, Michael Crichton, Michael Horton, Michael Benson']"
Franöois Kersaudy,franöois kersaudy,['']
Paul Sloane,paul sloane,['Paul Strange']
Lylas G. Mogk,g. lylas mogk,['']
Terry Cannon,cannon terry,['Terry Dawson']
Len Sherman,len sherman,"['Dean Sherman, Shermay Lee, Allan Sherman']"
Allen A. Debus,a. allen debus,['']
Sarah Arthur,arthur sarah,"['Sarah Dreher, Arthur Marx']"
Katherine Callan,callan katherine,['']
Bernice Rubens,bernice rubens,['']
Reuven Hammer,hammer reuven,['']
Daniel Leader,daniel leader,['Daniel Feller']
David J. Spiegelhalter,david j. spiegelhalter,['']
Mindy Weiss,mindy weiss,['']
H. S. Bhabra,bhabra h. s.,['']
John Oehser,john oehser,['John Webster']
Bruce Goldberg,bruce goldberg,['']
Alan H. Watt,alan h. watt,['Alan W. Watts']
Brenda Bowen,bowen brenda,['']
Darla Shine,darla shine,['']
Kazuya Minekura,kazuya minekura,['']
Barbara M. Joosse,barbara joosse m.,['']
Elizabeth Smart,elizabeth smart,"['Elizabeth Pomada, Elizabeth Mays, Elizabeth Spurr, Elizabeth Scott']"
Fran Manushkin,fran manushkin,['']
Sofia Stril-Rever,sofia stril-rever,['']
Barbara Kramer,barbara kramer,['Barbara K. Rimer']
Kathleen Baldwin,baldwin kathleen,"['Kathleen Allen, Kathleen Dalton']"
Howard Teichmann,howard teichmann,['']
Angela DiTerlizzi,angela diterlizzi,['']
Adam Rapp,adam rapp,['']
Nelson George,george nelson,"['George Lyon, George Selden, George Watson']"
George Brett,brett george,"['George Bennett, George Brock']"
Helen Musick,helen musick,['']
Alfred V. Aho,aho alfred v.,['']
Laura Rankin,laura rankin,['']
James Wines,james wines,"['James Willis, James Jones, James Miles, James Widess, James Wise, James Sidney']"
Andrew Dornenburg,andrew dornenburg,['']
Catherine Marshall,catherine marshall,['']
Robert Wells (Mathematician),(mathematician) robert wells,['']
L D Landau,d l landau,['']
Paul Williams,paul williams,"['Jack Williams, Dar Williams, Tad Williams, Niall Williams, Matt Williams, Carol Williams, Paul L. Williams, Pat Williams, Kayla Williams, Pete Williams, Saul Williams, Jay Williams, Mary Williams']"
Gordon Dillow,dillow gordon,['Dillian Gordon']
Paul Adirex,adirex paul,['']
Robert J. Witt,j. robert witt,"['Robert J. White, Robert J. Wicks']"
Tania Stegen-Hanson,stegen-hanson tania,['']
Forrest M. Mims,forrest m. mims,['']
Taisha Abelar,abelar taisha,['']
Ralph Barbagallo,barbagallo ralph,['']
Marianne Curley,curley marianne,['']
Carrie Karasyov,carrie karasyov,['']
Pat McKissack,mckissack pat,['']
Michael McAvennie,mcavennie michael,['']
Jorge Cervantes,cervantes jorge,['']
Assia Djebar,assia djebar,['']
Frank Cook,cook frank,['']
Karen Rose Smith,karen rose smith,['']
Vicki Cobb,cobb vicki,['']
Jeff Wilson,jeff wilson,['Duff Wilson']
Michael D. Williams,d. michael williams,"['Michael Williams, Michael Allen Williams']"
Giovanni Sartori,giovanni sartori,['']
Diane Bornstein,bornstein diane,['Dan Bernstein']
"Norean Wilbert, B.S.N, R.N., C.H.E.","b.s.n, c.h.e. norean r.n., wilbert,",['']
Gish Jen,gish jen,['']
Gregory Corso,corso gregory,['']
Andrew Wilson,andrew wilson,"['Andrew Lawson, Andrew Watson']"
Candace Camp,camp candace,['Candace Bahr']
James Perry Stevenson,james perry stevenson,['']
Dennis McNally,dennis mcnally,['']
Todd Parr,parr todd,['Paul Todd']
Emily Mitchell,emily mitchell,"['Eric Mitchell, Mike Mitchell']"
Brian Halligan,brian halligan,['Brian Sullivan']
Norman Rush,norman rush,['']
Susan G. Salvo,g. salvo susan,['']
Charles Woolley,charles woolley,['Charles Foley']
Tony Buzan,buzan tony,['']
John K. Sheriff,john k. sheriff,['John L. Sherrill']
Nancy Snow,nancy snow,['']
Sigrun Wolff Saphire,saphire sigrun wolff,['']
David S. Reynolds,david reynolds s.,['David West Reynolds']
Leslie Jermyn,jermyn leslie,['']
Judith Hollands,hollands judith,['']
Mary Rodgers,mary rodgers,"['Nancy Rodgers, Mary Ropes']"
Lois S. Peters,lois peters s.,['']
Iris Finz,finz iris,['']
Kate Collins,collins kate,"['Paul Collins, Kate Ellis, Peter Collins, Gail Collins']"
David Martino,david martino,"['Martin Davies, David Marno, David Larkin, David Morton, David Karlins, David Mains']"
Victoria Roberts,roberts victoria,['']
Elisabeth L.,elisabeth l.,['Elizabeth I']
Alfred W. Crosby,alfred crosby w.,['Alfred W. McCoy']
Michael A. Fligner,a. fligner michael,['']
Meimu,meimu,['']
Phyllis Rose,phyllis rose,"['Phyllis Vine, Phyllis Root']"
Roy Stemman,roy stemman,['']
Irving Penn,irving penn,['']
Florence Engel Randall,engel florence randall,['']
Hermione Lee,hermione lee,['']
